iter	Logloss
127	0.3033780696
128	0.3030233285
129	0.3027505651
130	0.3025027795
131	0.3020720671
132	0.3017827833
133	0.301536259
134	0.3012001942
135	0.3010017366
136	0.3007182819
137	0.3004896744
138	0.300120879
139	0.3000284401
140	0.2998265663
141	0.2995909602
142	0.2992943687
143	0.2989140989
144	0.2986388626
145	0.2983378021
146	0.2981565134
147	0.297877733
148	0.2976048764
149	0.297344544
150	0.2971020674
151	0.2968859629
152	0.2967174545
153	0.2965008925
154	0.2962531408
155	0.2959622238
156	0.295683425
157	0.2954736221
158	0.2952208926
159	0.2950415888
160	0.2947851535
161	0.2945491395
162	0.2942803394
163	0.2940447825
164	0.2937482646
165	0.2935045354
166	0.2933022102
167	0.2930282311
168	0.2928230461
169	0.2926654958
170	0.2924935516
171	0.2922861958
172	0.2921333137
173	0.2918941305
174	0.2916139316
175	0.2914250427
176	0.2911610632
177	0.2910097433
178	0.2908407086
179	0.2906898393
180	0.2905248041
181	0.2903282879
182	0.2901249208
183	0.2899831409
184	0.2898581275
185	0.2896776363
186	0.2894426366
187	0.2892963747
188	0.28915898
189	0.2889734662
190	0.2887856393
191	0.2885901141
192	0.2884392612
193	0.2882687666
194	0.2881703772
195	0.2879793573
196	0.2877459782
197	0.2875338457
198	0.2874352692
199	0.287296567
200	0.2871702615
201	0.2870002981
202	0.2868715789
203	0.2867630804
204	0.286605769
205	0.2863594559
206	0.2861401386
207	0.2859529734
208	0.2857082417
209	0.2855275091
210	0.2853613337
211	0.2851932155
212	0.2850077962
213	0.2848946731
214	0.2846378331
215	0.2844281698
216	0.2842365098
217	0.2840416759
218	0.2839342536
219	0.283633569
220	0.2834414601
221	0.2832184121
222	0.2830551882
223	0.2829352989
224	0.2827146373
225	0.2825254437
226	0.2823144745
227	0.2821609205
228	0.2819649334
229	0.2818479779
230	0.2817330177
231	0.2816436256
232	0.2815086948
233	0.2813970491
234	0.2812010382
235	0.2810015704
236	0.2808547702
237	0.2806841068
238	0.2805192425
239	0.28044011
240	0.2803012797
241	0.2800564299
242	0.2798871849
243	0.279706113
244	0.279602411
245	0.2794081302
246	0.2792332008
247	0.2790883158
248	0.2789512563
249	0.2788392289
250	0.2787289138
251	0.2785412242
252	0.2783756357
253	0.2782481741
254	0.2781391332
255	0.2779824244
256	0.2778386892
257	0.2776305832
258	0.2775580282
259	0.2774248997
260	0.2771991318
261	0.2770947234
262	0.2768924432
263	0.2767655483
264	0.2766426225
265	0.2765504299
266	0.2764241755
267	0.2763515561
268	0.2762312838
269	0.2760521841
270	0.2759331842
271	0.2759014589
272	0.2757414073
273	0.2755818183
274	0.2753893522
275	0.2752664597
276	0.2751998169
277	0.2750459537
278	0.2749149453
279	0.274755166
280	0.2746968364
281	0.27454605
282	0.2744078919
283	0.2743220141
284	0.2741484659
285	0.2739839574
286	0.2738744588
287	0.273727844
288	0.2736335414
289	0.2734486789
290	0.2733643189
291	0.2731870702
292	0.2731395131
293	0.2729984513
294	0.2728561485
295	0.2727634139
296	0.2726524568
297	0.272536118
298	0.2723815813
299	0.2722049087
300	0.2720610549
301	0.2719475617
302	0.2718909089
303	0.2717723751
304	0.2716602258
305	0.2715487331
306	0.2714838152
307	0.2712808476
308	0.271106768
309	0.271019499
310	0.2709268043
311	0.2707280381
312	0.2705223205
313	0.2703719058
314	0.2701945258
315	0.2700293235
316	0.2699164538
317	0.2697886495
318	0.269655808
319	0.2696052312
320	0.2695490213
321	0.2694021862
322	0.2692368044
323	0.2690796156
324	0.2689189984
325	0.2687969215
326	0.2686045627
327	0.268486877
328	0.2683339247
329	0.2681945543
330	0.2679389618
331	0.2678646629
332	0.2677661746
333	0.2676404458
334	0.2675159152
335	0.2673412538
336	0.2672042751
337	0.2670564847
338	0.2669546556
339	0.2667595194
340	0.2665733634
341	0.2664580876
342	0.2663790782
343	0.2663268538
344	0.2662135751
345	0.2659976011
346	0.2657917848
347	0.2656634457
348	0.2655158932
349	0.2653692341
350	0.2652667872
351	0.2651563578
352	0.2649889784
353	0.2648480984
354	0.2647831603
355	0.2646959636
356	0.2645810605
357	0.2643317611
358	0.2641536931
359	0.2639562259
360	0.263908502
361	0.2637320763
362	0.2635477328
363	0.2634479455
364	0.2633382188
365	0.2632295172
366	0.2630890361
367	0.2629483906
368	0.2627950804
369	0.2625290814
370	0.2623813666
371	0.2623527265
372	0.2622120572
373	0.2621032265
374	0.2619564793
375	0.2618801117
376	0.261725469
377	0.2616634338
378	0.2615049284
379	0.2614054859
380	0.2613185672
381	0.261156794
382	0.261050386
383	0.2609359367
384	0.2608054408
385	0.2607235889
386	0.260554325
387	0.2604464025
388	0.2603139985
389	0.2601648198
390	0.2600593081
391	0.2599199346
392	0.2597766303
393	0.2595778374
394	0.2594614684
395	0.259337971
396	0.2591817464
397	0.2589734266
398	0.2588804509
399	0.2587735862
400	0.2586425912
401	0.2585288984
402	0.2583111655
403	0.2581357086
404	0.2580394616
405	0.2579239342
406	0.2577884012
407	0.2576834434
408	0.2575312752
409	0.2573336566
410	0.2572297889
411	0.2571198377
412	0.257011514
413	0.2568223495
414	0.2567309215
415	0.2566130497
416	0.2565582345
417	0.2564830489
418	0.2563113926
419	0.2561420196
420	0.2560470459
421	0.2559513986
422	0.2558501318
423	0.255727312
424	0.2554844772
425	0.2553714897
426	0.2552858322
427	0.2550941974
428	0.2549213592
429	0.2547946323
430	0.2546677208
431	0.2544807029
432	0.2543895637
433	0.2542512774
434	0.2541506183
435	0.2540449403
436	0.2538846432
437	0.2537583736
438	0.2536460467
439	0.2535086877
440	0.2533723495
441	0.2531906311
442	0.2531424326
443	0.2528808182
444	0.2527617719
445	0.252658725
446	0.2524970378
447	0.2523735161
448	0.2522881513
449	0.2520868468
450	0.2519797598
451	0.2516700555
452	0.2516012932
453	0.2514752226
454	0.2513107223
455	0.2512341258
456	0.2510957144
457	0.2508864463
458	0.2506995469
459	0.2506026473
460	0.2504790509
461	0.2503959658
462	0.2502172683
463	0.2500665774
464	0.2499652861
465	0.249844781
466	0.2497412042
467	0.2495785378
468	0.2495491873
469	0.2494054303
470	0.2492034256
471	0.2490378173
472	0.2489206638
473	0.248808369
474	0.2485460972
475	0.2484151717
476	0.2482901824
477	0.2482355048
478	0.2481322639
479	0.2479999974
480	0.2478088062
481	0.2476783182
482	0.2474744436
483	0.2473053265
484	0.2471574315
485	0.2470195794
486	0.246857967
487	0.2467530805
488	0.2466096216
489	0.2464376276
490	0.2463305416
491	0.2462009736
492	0.2461167449
493	0.2460204745
494	0.2458969418
495	0.245811184
496	0.2456519222
497	0.2455769371
498	0.2454409946
499	0.2452418237
500	0.2450858518
501	0.2449244647
502	0.2448281401
503	0.2446848579
504	0.2444638929
505	0.2443598492
506	0.2442182257
507	0.244123729
508	0.2439573168
509	0.2437452385
510	0.2437020667
511	0.2436017432
512	0.2434718348
513	0.2433587035
514	0.2432040697
515	0.2431104621
516	0.2430316115
517	0.2428958809
518	0.2427675421
519	0.2426319665
520	0.2425612626
521	0.2425047671
522	0.2424089817
523	0.2422602049
524	0.242177346
525	0.2421064702
526	0.241957123
527	0.2418418398
528	0.2417489085
529	0.2416213068
530	0.241458947
531	0.2413371455
532	0.2411750774
533	0.241047815
534	0.2409681319
535	0.2408174692
536	0.2406633869
537	0.2405294411
538	0.2404231344
539	0.2403216966
540	0.2401745965
541	0.2400555115
542	0.2399363718
543	0.2398340123
544	0.2397076961
545	0.2396227417
546	0.2394665773
547	0.2393241614
548	0.2392603391
549	0.2391680511
550	0.2390173951
551	0.2389296719
552	0.2388491397
553	0.2387481617
554	0.2386634025
555	0.2385575992
556	0.2384472004
557	0.2383032644
558	0.2381909563
559	0.2381047207
560	0.2379450257
561	0.2378275597
562	0.2377212652
563	0.2375793279
564	0.2374473543
565	0.2372848281
566	0.2372195095
567	0.2371592917
568	0.2370640381
569	0.2369248397
570	0.2368218547
571	0.2367298097
572	0.2366539365
573	0.2365115595
574	0.2363295806
575	0.236207151
576	0.2360801281
577	0.2359697517
578	0.2358702376
579	0.2357194009
580	0.2356038966
581	0.2354878599
582	0.2353834078
583	0.2352981007
584	0.235234822
585	0.2351251267
586	0.2350415317
587	0.2348839221
588	0.2347996637
589	0.2347139945
590	0.2346112881
591	0.2345406967
592	0.2343962749
593	0.2341867113
594	0.2340300446
595	0.2338848362
596	0.2337873716
597	0.2337128799
598	0.2335993332
599	0.2335189765
600	0.2333669988
601	0.2332965559
602	0.2331376965
603	0.23300141
604	0.2328851845
605	0.2328107265
606	0.2327171285
607	0.2326029033
608	0.2325103636
609	0.2323789643
610	0.2322497559
611	0.2321189903
612	0.232052839
613	0.231967059
614	0.2318421302
615	0.2316920342
616	0.2315337122
617	0.231395673
618	0.2313334671
619	0.2312106533
620	0.2310956415
621	0.2309761269
622	0.2308956147
623	0.2308016165
624	0.23074477
625	0.2306255193
626	0.2304921565
627	0.230422412
628	0.2303029441
629	0.2301860647
630	0.2301444724
631	0.2300111002
632	0.2299209233
633	0.2298425999
634	0.2297378443
635	0.2296731269
636	0.2295663511
637	0.2294437692
638	0.2293214891
639	0.2292526908
640	0.2291804614
641	0.2290488548
642	0.2289643372
643	0.2288713401
644	0.2287320946
645	0.2286032655
646	0.2285232743
647	0.2283663139
648	0.2282249035
649	0.2280700574
650	0.2279669472
651	0.2278988867
652	0.2276721579
653	0.2275444622
654	0.2274293835
655	0.2273246385
656	0.2272094564
657	0.2270902244
658	0.2270050045
659	0.2269114465
660	0.2267940978
661	0.2266922379
662	0.2265821204
663	0.2265158593
664	0.2264276205
665	0.2263215899
666	0.2262496689
667	0.2260992605
668	0.2260347425
669	0.2258673318
670	0.2257354661
671	0.2256376266
672	0.2255324476
673	0.2254348236
674	0.2253484774
675	0.2252735281
676	0.225216109
677	0.225172203
678	0.225092097
679	0.2249973121
680	0.2248763421
681	0.2247646176
682	0.2246735354
683	0.2245357446
684	0.2243257713
685	0.2242093356
686	0.2241175911
687	0.2239923324
688	0.2239189648
689	0.2238155698
690	0.223670238
691	0.2235650953
692	0.2234805754
693	0.2233745924
694	0.2232630533
695	0.2231280867
696	0.2230766275
697	0.2229926292
698	0.2228011568
699	0.2226972852
700	0.2225642673
701	0.2224931794
702	0.2223491812
703	0.2222801754
704	0.2221439593
705	0.2220972517
706	0.2219785352
707	0.2218788698
708	0.2218014546
709	0.2216799214
710	0.2216218126
711	0.221539181
712	0.2214536243
713	0.2213272593
714	0.2212000066
715	0.2211107238
716	0.2210101029
717	0.2209441651
718	0.220847061
719	0.2207776166
720	0.2207150401
721	0.2206146112
722	0.2205482869
723	0.220469436
724	0.2203937116
725	0.2202930902
726	0.2201973202
727	0.2200877706
728	0.2200137199
729	0.2199358815
730	0.21985195
731	0.2197592827
732	0.2196546723
733	0.2196142021
734	0.2195714837
735	0.2194760228
736	0.2194174422
737	0.2193032948
738	0.2192065331
739	0.219138054
740	0.2190082799
741	0.2189064404
742	0.218786946
743	0.2187107199
744	0.2186279802
745	0.2186037157
746	0.2185081819
747	0.2184151027
748	0.2183671403
749	0.2182657512
750	0.2181692229
751	0.2181040625
752	0.2180357789
753	0.2179617614
754	0.2178541855
755	0.2177575313
756	0.2176917211
757	0.2175886234
758	0.2173928877
759	0.2173185422
760	0.2172463677
761	0.2171948668
762	0.2171341907
763	0.2170203664
764	0.2168798904
765	0.2168248788
766	0.2166900599
767	0.216639119
768	0.2165757636
769	0.2163879126
770	0.2162648484
771	0.216201623
772	0.2161103303
773	0.2160008977
774	0.2159277402
775	0.2158283832
776	0.2157656416
777	0.2157260537
778	0.2156327574
779	0.2155612663
780	0.215474262
781	0.2153863719
782	0.2152628994
783	0.2151584573
784	0.2150543833
785	0.2149477096
786	0.2149009155
787	0.2148232387
788	0.214773449
789	0.2146992724
790	0.2146095
791	0.214515882
792	0.2144311217
793	0.214313987
794	0.2142357049
795	0.2141632791
796	0.2140865683
797	0.2139745548
798	0.2139498628
799	0.2139052012
800	0.2138235475
801	0.2137466355
802	0.2136771133
803	0.2135086975
804	0.2133578537
805	0.213273925
806	0.2131604037
807	0.2130992922
808	0.2129573558
809	0.2128723588
810	0.2127455148
811	0.2126011857
812	0.2124764701
813	0.2124102197
814	0.2123175334
815	0.2121798546
816	0.2120659275
817	0.2119811922
818	0.2118949579
819	0.2117630615
820	0.2116389136
821	0.2115812521
822	0.211514928
823	0.2114188254
824	0.2113418442
825	0.2112305714
826	0.2110654754
827	0.2109641567
828	0.2108987985
829	0.2108514036
830	0.2107852485
831	0.2106833799
832	0.2106022634
833	0.2105113014
834	0.2104494711
835	0.2104007678
836	0.2103283181
837	0.2102317073
838	0.2101549817
839	0.2101090924
840	0.2100533274
841	0.2099470908
842	0.2098648122
843	0.2097953387
844	0.2097167107
845	0.2096315669
846	0.2095708121
847	0.2095036878
848	0.2094501782
849	0.2093690794
850	0.2092824752
851	0.2092088051
852	0.2091510322
853	0.2090681512
854	0.2089503386
855	0.2089107366
856	0.208856456
857	0.2087670642
858	0.2086454054
859	0.2085361155
860	0.208481436
861	0.2083768841
862	0.2083026355
863	0.2082618606
864	0.2081027403
865	0.2080212875
866	0.2079489952
867	0.2078621139
868	0.207797216
869	0.2076775077
870	0.2076053293
871	0.2074819371
872	0.2073801768
873	0.2072463407
874	0.2071632791
875	0.2070540162
876	0.2070091225
877	0.2068971697
878	0.2068443925
879	0.2067719741
880	0.2067158484
881	0.2066119398
882	0.2064490277
883	0.2063732841
884	0.2062606356
885	0.2062095622
886	0.2061117534
887	0.2060364183
888	0.2060054648
889	0.2059210732
890	0.2058155128
891	0.2057636849
892	0.2056865963
893	0.2056071967
894	0.2055086964
895	0.2054557028
896	0.2053938936
897	0.2053175945
898	0.2052276647
899	0.2051654433
900	0.2051033304
901	0.2050853419
902	0.2050075092
903	0.2049020979
904	0.2048352387
905	0.2047423168
906	0.2047009836
907	0.2046640753
908	0.2045159213
909	0.2044436676
910	0.2044095846
911	0.2043435633
912	0.2043107207
913	0.2041757997
914	0.2041081712
915	0.2040104013
916	0.2039021852
917	0.2037760299
918	0.2036922018
919	0.2035757767
920	0.203518915
921	0.2034294324
922	0.2033418948
923	0.2032410671
924	0.2030925165
925	0.2030162498
926	0.202952917
927	0.2029063642
928	0.2028680848
929	0.2028032918
930	0.2027630617
931	0.2026348413
932	0.2025515544
933	0.2024797453
934	0.2023691636
935	0.2023189104
936	0.2021740845
937	0.2020994513
938	0.2019917224
939	0.2019099484
940	0.2018128232
941	0.2017940357
942	0.201705707
943	0.2016159104
944	0.2015299154
945	0.2014182626
946	0.2013138076
947	0.2012740689
948	0.2012436853
949	0.2011647937
950	0.2010777134
951	0.2010230763
952	0.2009547874
953	0.2009014309
954	0.2007909223
955	0.2006678202
956	0.2006074803
957	0.2005758507
958	0.2005063681
959	0.2003957442
960	0.2003658063
961	0.200276869
962	0.2001578839
963	0.2001245075
964	0.200054809
965	0.1999738081
966	0.1999142701
967	0.1998084314
968	0.1996898186
969	0.1996315878
970	0.1995665348
971	0.1995145474
972	0.1994695712
973	0.1994042262
974	0.1993535093
975	0.1992903126
976	0.1992130325
977	0.1991475239
978	0.1990605928
979	0.1990047892
980	0.1989720992
981	0.1989221264
982	0.1988384867
983	0.1988064107
984	0.1987606489
985	0.1986792727
986	0.1985546157
987	0.1984570199
988	0.1984138966
989	0.1983535934
990	0.1982813515
991	0.1982240834
992	0.1981646222
993	0.1981068221
994	0.1980266086
995	0.1979682698
996	0.1978967749
997	0.1978060293
998	0.1977839467
999	0.1976889232
